Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
imagine,guerlain,women,2019.0,"rhubarb, grapefruit, bergamot","violet, rose, cardamom","black tea, vetiver, white cedar extract",green,aromatic,citrus,violet,fruity,4.09,65
amazone-1974,hermes,women,1974.0,"galbanum, cassia, neroli, brazilian rosewood, mandarin orange, bergamot, violet leaf","narcissus, hiacynth, black currant, rose, iris, orris root, jasmine, raspberry, lily-of-the-valley","oakmoss, vetiver, neroli, cedar, sandalwood, cinnamon, ylang-ylang, amber",green,woody,aromatic,earthy,fruity,4.09,636
terre-d-hermes-eau-intense-vetiver,hermes,men,2018.0,"bergamot, grapefruit, lemon","sichuan pepper, geranium","vetiver, olibanum, patchouli, amberwood",citrus,aromatic,fresh spicy,woody,earthy,4.09,2750
boss-bottled-triumph-elixir,hugo-boss,men,2024.0,violet leaf,vetiver,patchouli leaf,patchouli,woody,earthy,ozonic,warm spicy,4.09,179
boss-in-motion-green,hugo-boss,men,2005.0,"mandarin orange, clary sage, cognac","nutmeg, cardamom, pimento","sandalwood, patchouli, cedar",woody,warm spicy,aromatic,citrus,fresh spicy,4.09,117
boss-the-scent-private-accord-for-her,hugo-boss,women,2018.0,mandarin orange,"coffee, osmanthus","cacao, tonka bean",cacao,warm spicy,citrus,sweet,coffee,4.09,1879
fragile,jean-paul-gaultier,women,1999.0,"tunisian orange blossom, ginger, italian tangerine, star anise, coriander, bulgarian rose, bergamot","tuberose, jasmine, indian ginger, ylang-ylang, carnation, iris, rose","amber, vanilla, cinnamon, musk, cedar",white floral,tuberose,citrus,warm spicy,floral,4.09,1586
english-oak-hazelnut,jo-malone-london,unisex,2017.0,hazelnut,cedar,oak,woody,nutty,Unknown,Unknown,Unknown,4.09,1417
midnight-musk-amber,jo-malone-london,unisex,2020.0,juniper,amber,black musk,musky,amber,aromatic,powdery,fresh spicy,4.09,176
tuberose-angelica,jo-malone-london,women,2014.0,angelica,tuberose,"amber, woodsy notes",tuberose,white floral,amber,musky,animalic,4.09,1089
tamima,lattafa-perfumes,unisex,2024.0,"red currant, kiwi, rhubarb, pink pepper","watermelon, cyclamen, jasmine","cedar, sandalwood, woodsy notes, musk",fruity,ozonic,aquatic,woody,fresh,4.09,44
afaq,lattafa-perfumes,unisex,2022.0,"cassis, pear","tuberose, jasmine","cashmeran, sandalwood",white floral,tuberose,fruity,green,woody,4.09,66
al-ameed,lattafa-perfumes,men,2022.0,"clary sage, mandarin orange","pineapple, pepper","leather, musk",leather,fruity,aromatic,sweet,fresh spicy,4.09,92
al-qiam-gold,lattafa-perfumes,unisex,2022.0,"saffron, raspberry","leather, patchouli","oud, guaiac wood, benzoin, amber, vetiver",leather,oud,warm spicy,woody,amber,4.09,103
winners-trophy-silver,lattafa-perfumes,unisex,2022.0,"olibanum, orange","lavender, vanilla","cedarwood, vetiver",amber,woody,fresh spicy,citrus,aromatic,4.09,78
maahir-black-edition,lattafa-perfumes,unisex,2019.0,"black pepper, pink pepper, saffron","labdanum, cade oil, gurjan balsam, rhubarb","leather, cedar, guaiac wood, patchouli, musk, moss",woody,fresh spicy,leather,aromatic,warm spicy,4.09,774
najdia,lattafa-perfumes,unisex,2020.0,"lemon, cinnamon, apple, lemongrass, bergamot","watery notes, lavender, cardamom, rosemary","musk, amber, sandalwood, cedar, tobacco",citrus,aromatic,warm spicy,aquatic,fresh spicy,4.09,907
black-gold,mancera,men,2017.0,"lavender, cinnamon, nutmeg, citruses, agarwood (oud)","violet, jasmine, patchouli leaf, rose, sea notes","leather, woody notes, white musk, amber, vetiver",lavender,fresh spicy,woody,aromatic,powdery,4.09,1393
instant-crush,mancera,unisex,2019.0,"saffron, ginger, sicilian mandarin, sicilian bergamot","amberwood, moroccan rose, egyptian jasmine, indonesian patchouli leaf","madagascar vanilla, white musk, sandalwood, oakmoss",warm spicy,woody,amber,vanilla,powdery,4.09,5804
tonka-cola,mancera,unisex,2022.0,"cinnamon, cherry, sicilian lemon, nutmeg","coca-cola, indonesian patchouli leaf, orange blossom","tonka bean, vanilla, benzoin, labdanum",warm spicy,coca-cola,vanilla,cinnamon,amber,4.09,2659
aoud-lemon-mint,mancera,unisex,2016.0,"lemon, almond, black pepper, coriander","agarwood (oud), patchouli, egyptian jasmine, mint","vanilla, white musk, amber, leather, vetiver",citrus,oud,almond,aromatic,vanilla,4.09,2958
gold-intensive-aoud,mancera,unisex,2008.0,"lemon, water notes","rose, guaiac wood, teak wood, saffron, geranium","precious woods, white musk, ambergris",woody,rose,musky,citrus,warm spicy,4.09,824
narciso-rodriguez-for-her-eau-de-toilette-delicate-limited-edition,narciso-rodriguez,women,2012.0,"fig, bergamot","musk, orange blossom, osmanthus","vanilla, vetiver, amber, coriander",musky,fruity,sweet,powdery,white floral,4.09,340
narciso-rodriguez-for-her-eau-de-toilette-limited-edition-2022,narciso-rodriguez,women,2022.0,"osmanthus, bergamot, orange blossom","musk, amber","patchouli, vetiver, vanilla",musky,floral,citrus,fruity,powdery,4.09,32
xs-extreme-girl,paco-rabanne,women,2001.0,"red berries, pistachio, almond, mandarin orange","cinnamon, tobacco, honey, saffron","leather, ginger, juniper",warm spicy,sweet,fruity,tobacco,cinnamon,4.09,268
gardenia,penhaligon-s,women,1976.0,"green notes, magnolia, hyacinth, rhuburb, bergamot, violet","gardenia, tuberose, lily-of-the-valley, jasmine, orange blossom, ylang-ylang, rose, cinnamon, cloves","musk, vanilla, benzoin, sandalwood",white floral,green,floral,tuberose,Unknown,4.09,536
the-world-according-to-arthur,penhaligon-s,unisex,2021.0,"vanilla, incense, grapefruit","ambrette (musk mallow), clary sage","incense, tonka bean",vanilla,amber,smoky,balsamic,aromatic,4.09,634
prada-tendre,prada,women,2006.0,"bergamot, neroli, mandarin orange, lemon","tea leaf, tahitian vetiver, guatemalan cardamom, indian jasmine","indonesian patchouli leaf, benzoin, sandalwood, virginia cedar, french labdanum",woody,citrus,warm spicy,aromatic,amber,4.09,912
lilac,roja-dove,women,Inconnu,bergamot,"heliotrope, violet, orange blossom, ylang-ylang, jasmine, rose, peach","amyris, ginger, orris root, oakmoss, vanilla, peru balsam, cinnamon, cedar, benzoin, cloves, sandalwood, patchouli",woody,powdery,warm spicy,white floral,citrus,4.09,111
black-orchid-parfum,tom-ford,unisex,2020.0,"truffle, plum","rum, ylang-ylang, black orchid",patchouli,earthy,sweet,woody,patchouli,yellow floral,4.09,2336
ombre-de-hyacinth,tom-ford,unisex,2012.0,"violet leaf, galbanum, magnolia petals, olibanum","hyacinth, pink pepper, jasmine","galbanum, musk, benzoin",green,floral,ozonic,fresh spicy,aquatic,4.09,454
eau-de-soleil-blanc,tom-ford,unisex,2018.0,"bitter orange, neroli, bergamot, citron, pistachio, petitgrain, cardamom, pink pepper, caraway","tuberose, tunisian orange blossom, ylang-ylang, jasmine, galbanum","coconut, vanilla, tonka bean, amber, benzoin",citrus,white floral,coconut,sweet,vanilla,4.09,3420
ebene-fume,tom-ford,unisex,2021.0,"incense, palo santo, black pepper, violet leaf","leather, labdanum, cade oil, papyrus, rose","resins, ebony tree, guaiac wood",woody,amber,smoky,balsamic,warm spicy,4.09,2014
soleil-blanc,tom-ford,unisex,2016.0,"pistachio, bergamot, cardamom, pink pepper","tuberose, ylang-ylang, jasmine","coconut, amber, tonka bean, benzoin",white floral,coconut,sweet,tuberose,amber,4.09,5925
cherry-smoke,tom-ford,unisex,2022.0,"sour cherry, saffron","leather, olive, chinese osmanthus, apricot","smoke, woody notes, cypriol oil or nagarmotha",cherry,woody,smoky,leather,sweet,4.09,1420
vice-versa,yves-saint-laurent,women,1999.0,"tomato, mandarin orange, raspberry, blueberry","tuberose, african orange flower, bellflower, jasmine, freesia, peony, peach, melon","musk, iris, amber, vanille, virginia cedar",fruity,white floral,floral,sweet,green,4.09,381
in-love-again-edition-fleur-de-la-passion,yves-saint-laurent,women,2005.0,"grapefruit, raspberry, black currant, grapes, blueberry","cassis, passion flower, peony, rose, star anise, magnolia","musk, sandalwood, vanille",fruity,floral,sweet,citrus,soft spicy,4.09,233
grain-de-poudre,yves-saint-laurent,unisex,2019.0,"black pepper, coriander","violet leaves, sage","suede, musk",musky,ozonic,aromatic,aquatic,leather,4.09,314
opium-eau-de-toilette-2009,yves-saint-laurent,women,2009.0,"tangerine, bergamot, lily-of-the-valley","myrrh, carnation, jasmine","amber, patchouli, vanilla",amber,warm spicy,floral,citrus,aromatic,4.09,593
hibiscus,zara,women,2022.0,"tangerine, bitter orange","passionfruit, mango, peony","amber, orchid, vanilla",tropical,sweet,fruity,citrus,fresh,4.09,596
teahupoo,zara,men,2018.0,"bergamot, grapefruit",sea notes,sandalowood,citrus,aromatic,marine,woody,fresh spicy,4.09,184
a-perfume,zara,women,2019.0,citruses,caramel,sandalwood,caramel,citrus,woody,fresh,powdery,4.09,100
for-him-blue-edition,zara,men,2022.0,"coconut, pink grapefruit, cardamom","orange blossom, fig, rosemary","ambroxan, cedar, patchouli",coconut,woody,sweet,citrus,amber,4.09,79
oriental-intense,zara,women,2019.0,coffee,jasmine,white chocolate,white floral,coffee,sweet,warm spicy,chocolate,4.09,47
zara-gardenia-2017,zara,women,2017.0,"raspberry, tangerine, bergamot, peach, lemon","gardenia, white flowers, jasmine","vanilla, cashmere wood, patchouli, musk, cedar",white floral,vanilla,woody,sweet,fruity,4.09,630
vapeur-blanche,zara,men,2023.0,eucalyptus,cedar,musk,woody,musky,camphor,powdery,aromatic,4.09,114
vetiverich,zara,men,2024.0,"saffron, pear, bergamot","violet leaf, jasmine leaf","vetiver, cedarwood",woody,ozonic,aromatic,aquatic,earthy,4.09,69
vibrant-leather-oud,zara,men,2019.0,bergamot,"incense, woody notes","agarwood (oud), amber",amber,citrus,woody,fresh spicy,smoky,4.09,1284
kilsbergen,zara,men,2017.0,bergamot,orange blossom,tonka bean,citrus,white floral,vanilla,sweet,aromatic,4.09,35
laboratori-di-saponi-in-roma,zara,women,2017.0,"bergamot, lemon, mandarin orange, orange","rose, freesia, wild berries, reseda","cedar, patchouli, amber",citrus,floral,woody,rose,fresh spicy,4.09,66
pink-flambe-summer,zara,women,2021.0,mandarin orange,melon,praline,citrus,sweet,ozonic,fruity,aquatic,4.09,55
eau-fraiche,bvlgari,women,1997.0,"mimosa, bergamot, orange blossom, brazilian rosewood, coriander, pepper","rose, magnolia, black elder, jasmine","musk, iris, green tea",floral,powdery,citrus,white floral,sweet,4.1,183
eternity-for-men-summer-2007,calvin-klein,men,2007.0,"watermelon, coriander","star anise, galbanum, lily-of-the-valley","musk, red amber, patchouli, cedar",ozonic,soft spicy,aquatic,aromatic,powdery,4.1,41
good-girl-superstars-collector-edition-2021,carolina-herrera,unisex,2021.0,"almond, coffee, lemon, bergamot","tuberose, jasmine sambac, orris, bulgarian rose, orange blossom","vanilla, praline, cashmere wood, musk, tonka bean, cacao, cinnamon, amber, sandalwood, patchouli, cedar",white floral,sweet,tuberose,powdery,almond,4.1,69
chanel-n019,chanel,women,1970.0,"galbanum, hiacynth, bergamot, neroli","iris, orris root, rose, lily-of-the-valley, narcissus, jasmine, ylang-ylang","oakmoss, vetiver, leather, cedar, musk, sandalwood",green,earthy,woody,iris,powdery,4.1,5166
comete,chanel,unisex,2024.0,"cherry blossom, aldehydes","iris, heliotrope",musk,powdery,floral,iris,musky,fresh,4.1,447
dior-homme-sport-2017,dior,men,2017.0,"blood orange, grapefruit, lemon, pear","pink pepper, nutmeg, geranium","sandalwood, vetiver",citrus,fresh spicy,aromatic,woody,Unknown,4.1,2013
dune-sun,dior,women,2003.0,"mandarin orange, black currant","freesia, lotus, jasmine","sandalwood, vanilla, musk",floral,woody,powdery,citrus,fruity,4.1,185
les-creations-de-monsieur-dior-dioressence,dior,women,2009.0,geranium,cinnamon,patchouli,warm spicy,patchouli,fresh spicy,cinnamon,aromatic,4.1,450
miss-dior-blooming-bouquet-couture-edition,dior,women,2011.0,sicilian mandarin,"rose, peony",white musk,rose,floral,citrus,fresh,musky,4.1,110
acqua-di-gioia-eau-de-parfum-satinee,giorgio-armani,women,2012.0,"mint, mojito, amalfi lemon","water notes, jasmine, peony, pink pepper","virginia cedar, french labdanum",fresh,green,citrus,aquatic,aromatic,4.1,231
armani-mania,giorgio-armani,women,2004.0,"pink pepper, bay leaf, orange, green mandarin, black currant","magnolia, peony, iris, lily-of-the-valley","vanilla, white sandalwood, amber, musk, virginia cedar",citrus,woody,powdery,floral,soft spicy,4.1,3801
pivoine-suzhou,giorgio-armani,women,2014.0,"raspberry, pink pepper, mandarin orange","peony, may rose, rose","musk, amber, patchouli",rose,floral,fruity,sweet,fresh,4.1,1282
emporio-armani-stronger-with-you-freeze,giorgio-armani,men,2020.0,"ginger, lime, mandarin orange, apple","cardamom, lavender, bourbon geranium, sage","bourbon vanilla, amberwood, marron glace, guaiac wood",citrus,warm spicy,woody,aromatic,sweet,4.1,954
si-intense-2021,giorgio-armani,women,2021.0,blackcurrant syrup,"turkish rose, davana","benzoin, patchouli",fruity,amber,warm spicy,rose,woody,4.1,1810
armani-prive-bleu-turquoise,giorgio-armani,unisex,2018.0,"salt, incense, black pepper","ylang-ylang, cypriol oil or nagarmotha, indian jasmine","vanilla, sandalwood, moss",woody,vanilla,salty,warm spicy,amber,4.1,1204
epic-woman,amouage,women,2009.0,"caraway, cinnamon, pink nerium oleander","damask rose, tea, geranium, jasmine","agarwood (oud), olibanum, patchouli, amber, sandalowood, guaiac wood, vanilla, orris root, musk",fresh spicy,rose,woody,warm spicy,aromatic,4.1,4137
dia-40-woman,amouage,women,2023.0,"aldehydes, cyclamen, musk, violet leaf, black currant","ylang-ylang, rose, carnation, orange blossom, cistus incanus, tarragon, bay leaf","orris root, sandalwood, amyris, guaiac wood",floral,aldehydic,woody,fresh,powdery,4.1,113
ubar,amouage,women,1995.0,"tangerine, orange, violet leaf, litsea cubeba","jasmine, ylang-ylang, tuberose, palisander rosewood, lily-of-the-valley, orange blossom, freesia","black amber, sandalwood, copahu balm, patchouli, vanilla, vetiver",white floral,amber,woody,balsamic,citrus,4.1,2383
so-givenchy,givenchy,women,2004.0,"cucumber, raspberry","magnolia, peony, black currant","musk, cedar, amber",floral,fruity,ozonic,aquatic,fresh,4.1,136
hot-couture,givenchy,women,2000.0,"raspberry, bergamot, orange","pepper, vetiver, magnolia","sandalwood, amber, musk",fruity,fresh spicy,sweet,woody,citrus,4.1,5001
gentleman-society-eau-de-parfum-extreme,givenchy,men,2024.0,"nutmeg, peppermint, clary sage","coffee, orris root, french narcissus, madagascar vetiver, haitian vetiver, vetiver","madagascar vanilla, australian sandalwood, himalayan cedar",woody,powdery,coffee,aromatic,warm spicy,4.1,511
l-interdit-burning-neroli,givenchy,women,2023.0,neroli,patchouli,vetiver,woody,patchouli,citrus,white floral,earthy,4.1,109
l-interdit-edition-couture,givenchy,women,2019.0,"pear, bergamot","tuberose, tunisian orange blossom, jasmine","vanilla, patchouli, ambroxan, vetiver",white floral,vanilla,tuberose,sweet,fruity,4.1,155
l-interdit-edition-millesime,givenchy,women,2021.0,"bitter orange, ginger","orange blossom, tuberose, neroli","almond milk, musk, vetiver, patchouli",white floral,citrus,tuberose,warm spicy,fresh,4.1,274
la-petite-robe-noire-intense-collector-2019,guerlain,women,2019.0,"cotton candy, blueberry, raspberry, cassis, lime","jasmine, orange blossom, bulgarian rose","patchouli, vanilla, sandalwood, musk",sweet,fruity,woody,powdery,caramel,4.1,73
petit-guerlain-in-blue,guerlain,unisex,2014.0,orange blossom,"mimosa, honey","white musk, pistachio",white floral,powdery,musky,sweet,yellow floral,4.1,62
shalimar-souffle-de-lumiere,guerlain,women,2018.0,calabrian bergamot,"italian jasmine, ylang-ylang","vanilla, benzoin, white musk",vanilla,citrus,white floral,yellow floral,sweet,4.1,551
boss-bottled-unlimited,hugo-boss,men,2014.0,"mint, grapefruit, violet leaf","pineapple, rose, cinnamon","white musk, labdanum, sandalwood",green,fruity,sweet,aromatic,fresh spicy,4.1,1755
le-male-on-board,jean-paul-gaultier,men,2021.0,bergamot,"tonka bean, geranium",amber,fresh spicy,aromatic,amber,citrus,vanilla,4.1,328
scandal-absolu,jean-paul-gaultier,women,2024.0,tuberose,black fig,sandalwood,tuberose,white floral,woody,fruity,sweet,4.1,226
velvet-rose-oud-cologne-intense,jo-malone-london,unisex,2022.0,cloves,damask rose,"agarwood (oud), nougat",rose,oud,sweet,warm spicy,floral,4.1,42
nasturtium-clover,jo-malone-london,unisex,2016.0,"clover, bergamot, lemon","nasturtium, wild orchid, jasmine","vetiver, amberwood, white musk",floral,green,sweet,citrus,woody,4.1,165
la-nuit-tresor-l-eau-de-toilette,lancome,women,2017.0,"raspberry, blackberry, litchi, black currant, citruses, bergamot","damask rose, peony, lily-of-the-valley","tahitian vanilla, patchouli, white musk",fruity,rose,sweet,fresh,floral,4.1,805
climat,lancome,women,1967.0,"lily-of-the-valley, narcissus, violet, bergamot, jasmine, rose, peach","aldehydes, rosemary, tuberose","civet, musk, sandalwood, vetiver, bamboo, amber, tonka bean",white floral,fresh,woody,aldehydic,powdery,4.1,1089
mayar-natural-intense,lattafa-perfumes,women,2024.0,"fig, melon, green tangerine, coconut water","lotus, water lily, jasmine","ambroxan, musk, sandalwood, vanilla",aquatic,floral,fruity,ozonic,sweet,4.1,186
yara,lattafa-perfumes,women,2020.0,"orchid, heliotrope, tangerine","gourmand accord, tropical fruits","vanilla, musk, sandalwood",sweet,vanilla,powdery,tropical,musky,4.1,3433
legend-spirit,montblanc,men,2016.0,"grapefruit, bergamot, pink pepper","water notes, lavender, cardamom","white musk, white woods, cashmere wood, oakmoss",citrus,aquatic,musky,fresh spicy,aromatic,4.1,5675
narciso-rodriguez-for-her-musc-eau-de-parfum-intense,narciso-rodriguez,women,2009.0,"ylang-ylang, jasmine, african orange flower","musk, amber","white honey, woodsy notes, vetiver, vanille",musky,white floral,sweet,woody,yellow floral,4.1,1917
narciso-rodriguez-for-him-bleu-noir,narciso-rodriguez,men,2015.0,"cardamom, nutmeg",musk,"vetiver, cedar, ebony wood, amber",woody,warm spicy,aromatic,musky,powdery,4.1,2344
amber-musc,narciso-rodriguez,women,2013.0,"musk, orange blossom","patchouli, agarwood (oud), leather","amber, vanilla, incense",amber,patchouli,musky,powdery,warm spicy,4.1,535
invictus-legend,paco-rabanne,men,2019.0,"sea notes, sea salt, grapefruit","bay leaf, geranium, spices","red amber, guaiac wood",marine,aromatic,fresh spicy,salty,amber,4.1,1839
invictus-onyx-collector-edition,paco-rabanne,men,2020.0,"sea notes, mandarin orange, grapefruit","jasmine, laurels","ambergris, patchouli, guaiac wood, moss",citrus,woody,amber,marine,aromatic,4.1,139
luna,penhaligon-s,unisex,2016.0,"lemon, bergamot, bitter orange","rose, juniper berries, jasmine","musk, balsam fir, ambergris",citrus,aromatic,fresh spicy,rose,woody,4.1,1919
eau-de-audacity,penhaligon-s,unisex,2023.0,"elemi, black pepper, orange blossom","frankincense, saffron, rose","vanilla, leather, ambergris",vanilla,amber,fresh spicy,leather,warm spicy,4.1,162
elixir,penhaligon-s,unisex,2008.0,"eucalyptus, cardamom, cinnamon","turkey red rose, mace, orange blossom, egyptian jasmine","incense, cedar, benzoin, brazilian rosewood, red sandalwood, guaiac wood, tonka bean, vanilla",woody,warm spicy,amber,smoky,balsamic,4.1,847
roja-love,roja-dove,unisex,2019.0,"mandarin orange, bergamot","peach, black currant, jasmine","musk, vanilla, orris root, sandalwood, benzoin, cedar, pepper, patchouli",fruity,woody,powdery,citrus,vanilla,4.1,52
black-orchid-eau-de-toilette-2023,tom-ford,women,2023.0,"patchouli, plum","orchid, clove, tuberose, pepper",patchouli,warm spicy,patchouli,fruity,sweet,woody,4.1,210
vanille-fatale-2024,tom-ford,unisex,2024.0,"coriander, saffron","coffee, barley, frangipani, narcissus","madagascar vanilla, suede, tobacco, mahogany",vanilla,tobacco,coffee,warm spicy,sweet,4.1,248
sole-di-positano,tom-ford,unisex,2017.0,"bitter orange, mandarin orange, calabrian bergamot, petitgrain, lemon","neroli, orange blossom, jasmine, shiso, ylang-ylang, lily-of-the-valley",moss,citrus,white floral,aromatic,green,fresh,4.1,602
blonde,versace,women,1995.0,"gardenia, violet, pitosporum, neroli, bergamot","tuberose, ylang-ylang, narcissus, carnation","civet, benzoin, musk",white floral,tuberose,animalic,yellow floral,musky,4.1,1041
cinema,yves-saint-laurent,women,2004.0,"almond blossom, clementine, cyclamen","jasmine, peony, amaryllis","vanilla, amber, benzoin, white musk",floral,vanilla,amber,sweet,citrus,4.1,10251
la-collection-nu,yves-saint-laurent,women,2011.0,"cardamom, bergamot","incense, orchid",olibanum,amber,warm spicy,smoky,aromatic,fresh spicy,4.1,582
rouge-velours,yves-saint-laurent,unisex,2021.0,"white tea, pink pepper","rose, jasmine, iris","patchouli, vetiver, musk",rose,patchouli,woody,earthy,white floral,4.1,293
waimea,zara,men,2018.0,bergamot,sea notes,vetiver,aromatic,marine,citrus,woody,earthy,4.1,40
wds-002-vkl,zara,women,2021.0,pepper,lily-of-the-valley,vetiver,fresh spicy,white floral,aromatic,woody,earthy,4.1,60
fields-at-nightfall,zara,women,2020.0,praline,jasmine,"sandalwood, amber",woody,sweet,powdery,white floral,amber,4.1,1327
no-1-rose-petal-drops,zara,women,2021.0,"pink pepper, black currant","turkish rose, rose, litchi","amber, vanilla, patchouli",rose,amber,vanilla,fruity,floral,4.1,124
intense,zara,women,2012.0,"bergamot, mandarin orange","marigold, jasmine",vanilla,citrus,aromatic,fresh spicy,white floral,balsamic,4.1,39
true-leather-for-him,zara,men,2020.0,bergamot,iris,leather,leather,animalic,iris,smoky,powdery,4.1,117
burberry-body-gold-limited-edition,burberry,women,2013.0,"wormwood, peach, freesia","rose, sandalwood, iris","cashmeran, musk, vanilla, amber",powdery,woody,musky,rose,amber,4.11,189
burberry-brit-summer-for-men,burberry,men,2012.0,"ginger, mandarin orange, grapefruit, bergamot, green notes","wild rose, cedar, patchouli","tonka bean, vetiver, musk, mahogany",citrus,woody,warm spicy,rose,aromatic,4.11,265
black,bvlgari,unisex,1998.0,"green tea, bergamot, rose","sandalwood, cedar, jasmine","leather, vanilla, amber, musk, oakmoss",leather,vanilla,animalic,powdery,woody,4.11,5848
rose-essentielle,bvlgari,women,2006.0,"rose, violet, blackberry","taif rose, mimosa, jasmine","musk, sandalwood, patchouli, guaiac wood",rose,powdery,floral,violet,woody,4.11,2870
aqva-amara,bvlgari,men,2014.0,sicilian mandarin,"watery notes, neroli","olibanum, indonesian patchouli leaf",citrus,aquatic,fresh,amber,patchouli,4.11,4743
eau-parfumee-au-the-bleu,bvlgari,unisex,2015.0,"lavender, shiso","tea, violet","iris, musk",powdery,violet,green,iris,lavender,4.11,880
nylaia,bvlgari,women,2018.0,"pink pepper, hedione, peach, bergamot","iris, jasmine sambac","orris, siam benzoin, ambergris, white musk, vanilla, amberwood, ambrette (musk mallow), iso e super, sandalwood",amber,iris,powdery,woody,musky,4.11,89
ck-in2u-heat-her,calvin-klein,women,2010.0,"raspberry, apricot, guava","tiare flower, magnolia, jasmine","caramel, tonka bean, cedar",fruity,sweet,white floral,caramel,floral,4.11,70
good-girl-dot-drama-collector-edition,carolina-herrera,women,2019.0,"almond, lemon, bergamot, coffee","tuberose, orange blossom, rose, jasmine, orris","tonka bean, vanilla, cashmere wood, praline, cacao pod, cedar, sandalwood, patchouli, cinnamon, musk",woody,white floral,sweet,warm spicy,citrus,4.11,177
virgin-mint,carolina-herrera,unisex,2017.0,"bergamot, mandarin orange","geranium, vetiver","mint, white musk",aromatic,fresh spicy,green,citrus,musky,4.11,130
chance-eau-fraiche-eau-de-parfum,chanel,women,2023.0,"citron, aldehydes",jasmine,"teak wood, amber",citrus,aldehydic,woody,fresh,white floral,4.11,752
cristalle-eau-de-toilette,chanel,women,1974.0,"sicilian lemon, bergamot","hiacynth, brazilian rosewood, honeysuckle, jasmine","oakmoss, vetiver",citrus,earthy,woody,mossy,aromatic,4.11,3951
gardenia,chanel,women,1925.0,"orange blossom, green notes","gardenia, tuberose, jasmine, fruity notes","coconut, musk, vanilla, sandalwood, vetiver, patchouli",white floral,green,tuberose,animalic,sweet,4.11,1852
boy-eau-de-parfum,chanel,unisex,2016.0,"lavender, grapefruit, lemon","geranium, orange blossom, rose","white musk, heliotrope, sandalwood, vanilla, moss, coumarin",aromatic,powdery,fresh spicy,vanilla,lavender,4.11,1301
cuir-de-russie-eau-de-parfum,chanel,women,2016.0,"orange blossom, mandarin orange, bergamot","ylang-ylang, jasmine, tobacco, rose","leather, birch, resins",leather,smoky,white floral,woody,sweet,4.11,739
le-lion-eau-de-parfum,chanel,unisex,2020.0,"bergamot, lemon","labdanum, amber","patchouli, madagascar vanilla, musk, sandalwood",amber,woody,musky,powdery,citrus,4.11,1912
erolfa,creed,men,1992.0,"lime, bergamot, melon, green notes, lemon, violet, caraway","herbal notes, pine tree, ginger, jasmine, pepper, cyclamen, nutmeg flower","ambergris, musk, sandalwood, oakmoss, cedar",citrus,woody,fresh spicy,green,aromatic,4.11,1810
royal-mayfair,creed,unisex,2015.0,"pine tree, gin, lime",rose,"eucalyptus, cedar, orange",woody,aromatic,citrus,camphor,rose,4.11,1467
dior-addict,dior,women,2002.0,"blackberry, mandarin leaf, silk tree blossom","jasmine, orange blossom, night blooming cereus, rose","vanilla, tonka bean, mysore sandalwood",vanilla,white floral,sweet,fruity,amber,4.11,14456
eau-noire,dior,unisex,2004.0,"thyme, sage","lavender, coffee, immortelle, virginia cedar, saffron","licorice, vanilla, violet, leather, stems greens",aromatic,soft spicy,lavender,coffee,herbal,4.11,1046
les-creations-de-monsieur-dior-diorama,dior,women,2010.0,"ylang-ylang, bergamot","jasmine, peach, caraway, plum, rose","patchouli, virginia cedar",fruity,white floral,woody,sweet,fresh spicy,4.11,303
patchouli-imperial,dior,unisex,2018.0,"bergamot, mandarin orange","coriander, rose, cinnamon","patchouli, amber, benzoin, smoke, cedar, tonka bean, sandalwood, vanilla",woody,amber,warm spicy,patchouli,vanilla,4.11,255
the-cachemire,dior,unisex,2018.0,"petitgrain, bergamot, lemon, bitter orange","white tea, hedione, honeysuckle, magnolia, black currant, rose","mate, musk, iso e super, smoke, orris",citrus,green,aromatic,fresh,musky,4.11,429
acqua-di-gio,giorgio-armani,men,1996.0,"lime, lemon, bergamot, jasmine, orange, mandarin orange, neroli","sea notes, jasmine, calone, rosemary, peach, freesia, hiacynth, cyclamen, violet, coriander, rose, nutmeg, mignonette","white musk, cedar, oakmoss, patchouli, amber",citrus,aromatic,marine,fresh spicy,floral,4.11,18937
armani-code-a-list,giorgio-armani,men,2018.0,"green mandarin, bergamot",lavender,"tonka bean, guaiac wood",citrus,woody,aromatic,vanilla,lavender,4.11,261
emporio-armani-he,giorgio-armani,men,2020.0,"yuzu, sage, cardamom","nutmeg, rose, orris root","white musk, sandalwood, vetiver, tonka bean",citrus,fresh spicy,aromatic,powdery,woody,4.11,376
dahlia-divin-le-nectar-de-parfum,givenchy,women,2016.0,mimosa,"jasmine, rose","vanilla, tonka bean, sandalwood, vetiver, musk",vanilla,powdery,yellow floral,sweet,woody,4.11,1274
l-interdit-eau-de-parfum-rouge-ultime,givenchy,women,2023.0,"tunisian orange blossom, jasmine sambac, tunisian neroli","indian tuberose, cacao pod","indonesian patchouli leaf, ambroxan, haitian vetiver, tobacco",white floral,tuberose,cacao,warm spicy,citrus,4.11,960
l-interdit-tubereuse-noire,givenchy,women,2024.0,tuberose,"tuberose, orange blossom","precious woods, coffee co2, patchouli, vetiver",white floral,tuberose,woody,animalic,Unknown,4.11,89
