Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
live-irresistible-delicieuse,givenchy,women,2017.0,"french pastries, cherry","rose, orange blossom","caramel, bitter almond, vanilla, orris root",sweet,almond,cherry,caramel,fruity,4.11,887
very-irresistible-givenchy-fresh-attitude,givenchy,men,2007.0,"mint, grapefruit, bergamot, coriander","lavender, basil","coffee, cedar",aromatic,fresh spicy,citrus,green,coffee,4.11,458
insolence-crazy-touch,guerlain,women,2014.0,"raspberry, red berries, lemon, bergamot","violet, rose, orange blossom","orris, sandalwood, tonka bean, musk",fruity,powdery,sweet,violet,citrus,4.11,112
l-homme-ideal-cool,guerlain,men,2019.0,"mint, bergamot, orange, anise","almond, water notes, neroli","vetiver, ambroxan, patchouli",green,aromatic,citrus,fresh spicy,almond,4.11,1118
la-petite-robe-noire-velours,guerlain,women,2019.0,"sour cherry, mandarin orange, bergamot","almond, violet, rose","tonka bean, black tea, patchouli",sweet,almond,citrus,nutty,cherry,4.11,294
insolence-eau-de-parfum,guerlain,women,2021.0,violet,"wild strawberry, orange blossom","iris, vanilla, tonka bean, sandalwood",violet,powdery,vanilla,iris,sweet,4.11,790
mitsouko-eau-de-parfum,guerlain,women,1919.0,"bergamot, citruses, jasmine, rose","peach, ylang-ylang, jasmine, rose, lilac","oakmoss, spices, cinnamon, vetiver, amber",mossy,earthy,warm spicy,woody,citrus,4.11,3325
guerlain-shalimar-parfum-initial-l-eau,guerlain,women,2012.0,"bergamot, grapefruit, orange, neroli","iris, hyacinth, jasmine, freesia, rose, lily-of-the-valley","vanille, tonka bean",citrus,vanilla,fresh spicy,iris,floral,4.11,3884
galop-d-hermes,hermes,women,2016.0,"quince, saffron","turkish rose, osmanthus","leather, white musk",leather,fruity,floral,rose,animalic,4.11,1139
terre-d-hermes-flacon-h-2013,hermes,men,2013.0,"orange, grapefruit","pelargonium, pepper","vetiver, cedar, patchouli, benzoin",woody,aromatic,citrus,fresh spicy,earthy,4.11,44
boss-elements-aqua,hugo-boss,men,1997.0,"pineapple, mint, lavender","tea, pepper, freesia, coriander","sandalwood, vanilla, vetiver, patchouli",aromatic,green,woody,fresh spicy,sweet,4.11,378
boss-in-motion-blue,hugo-boss,men,2004.0,"grapefruit, iced lemon, mint, apple","cardamom, nutmeg, jasmine, sage","teak wood, sandalwood, musk, vanilla",citrus,aromatic,woody,fresh spicy,warm spicy,4.11,112
classique-intense,jean-paul-gaultier,women,2014.0,"tiare flower, pomegranate","orange blossom, jasmine, rose","vanilla, patchouli",white floral,vanilla,woody,sweet,fruity,4.11,1348
classique-intense-collector-glam-edition,jean-paul-gaultier,women,2015.0,"pomegranate, tiare flower","orange blossom, jasmine, rose","vanilla, patchouli",white floral,woody,vanilla,fruity,sweet,4.11,27
classique-wonder-woman-eau-fraiche,jean-paul-gaultier,women,2017.0,"sorbet, ginger, sugar cane, lemon","orange blossom, tiare flower, jasmine","vanilla, musk, labdanum",white floral,sweet,citrus,vanilla,warm spicy,4.11,367
gaultier2,jean-paul-gaultier,unisex,2022.0,jasmine,sandalwood,ambergris,white floral,woody,amber,powdery,animalic,4.11,167
le-male-terrible,jean-paul-gaultier,men,2010.0,"grapefruit, pink pepper","lavender, vetyver","vanille, amber",lavender,vanilla,aromatic,citrus,soft spicy,4.11,991
bitter-mandarin,jo-malone-london,unisex,2022.0,"mandarin orange, bergamot, petitgrain",orange,"amber, iris",citrus,fresh spicy,Unknown,Unknown,Unknown,4.11,104
ginger-beer-cologne,jo-malone-london,unisex,2024.0,"ginger, citron","cinnamon, amyris","oak, vetiver, white musk",woody,warm spicy,aromatic,cinnamon,earthy,4.11,66
wild-strawberry-parsley,jo-malone-london,unisex,2016.0,"green notes, parsley, tomato leaf, black currant","wild strawberry, violet leaf, basil","white musk, oakmoss",green,aromatic,fruity,fresh spicy,sweet,4.11,184
hypnose-homme,lancome,men,2007.0,"cardamom, mint, bergamot, mandarin orange",lavender,"amber, patchouli, musk",aromatic,warm spicy,lavender,amber,fresh spicy,4.11,2532
bade-e-al-oud-amethyst,lattafa-perfumes,unisex,2021.0,"pink pepper, bergamot","turkish rose, bulgarian rose, jasmine","agarwood (oud), amber, vanilla",rose,oud,amber,soft spicy,floral,4.11,1684
lahdath,lattafa-perfumes,unisex,2022.0,"rose, lemon","rose, caramel","vanilla, musk, cedarwood",rose,vanilla,caramel,powdery,sweet,4.11,91
754,maison-francis-kurkdjian,unisex,2012.0,lemon,"lily-of-the-valley, sweet pea, freesia","white musk, sandalwood",floral,white floral,citrus,musky,fresh,4.11,178
narciso-rodriguez-for-her-eau-de-perfume-delicate-limited-edition,narciso-rodriguez,women,2012.0,"rose, peach","musk, amber","sandalwood, patchouli, agarwood (oud)",musky,powdery,rose,woody,patchouli,4.11,238
ultraviolet-liquid-crystal-man,paco-rabanne,men,2003.0,"mint, mandarin orange","sea notes, coriander","amber, oakmoss",aromatic,green,marine,citrus,amber,4.11,35
pegasus,parfums-de-marly,men,2011.0,"heliotrope, cumin, bergamot","bitter almond, lavender, jasmine","vanilla, sandalwood, amber",almond,vanilla,powdery,nutty,sweet,4.11,4720
savoy-steam,penhaligon-s,unisex,2017.0,"eucalyptus, rosemary, pink pepper, bergamot, mint, lemon","rose, tea, cardamom, geranium, hedione","vanilla, benzoin, white musk, incense",aromatic,fresh spicy,rose,woody,green,4.11,454
the-bewitching-yasmine,penhaligon-s,women,2017.0,"cardamom, coffee","jasmine sambac, fir","tahitian vanilla, laotian oud, incense",warm spicy,vanilla,oud,woody,amber,4.11,1495
infusion-d-iris,prada,women,2007.0,"african orange flower, neroli, orange, mandarin orange","iris, galbanum, mastic or lentisque","incense, virginia cedar, benzoin, vetiver",iris,woody,amber,powdery,citrus,4.11,10116
prada-la-femme-absolu,prada,women,2018.0,"peach, blood orange, chili pepper","broom, orange blossom, neroli, immortelle","tolu balsam, vanilla",sweet,powdery,amber,warm spicy,white floral,4.11,132
a-midsummer-dream,roja-dove,unisex,2016.0,"grapefruit, bergamot","elemi, cardamom, moss, pink pepper, orange blossom, rose, patchouli","benzoin, vetiver, vanilla, orris, cedar, musk, carrot seeds",aromatic,citrus,warm spicy,woody,earthy,4.11,669
black-orchid-eau-de-toilette,tom-ford,women,2015.0,"truffle, ylang-ylang, black currant, bergamot","black orchid, tuberose, fruity notes","patchouli, incense, sandalwood, vanilla, vetiver, lotus",woody,earthy,floral,sweet,fruity,4.11,1164
vanille-fatale,tom-ford,unisex,2017.0,"rum, myrrh, olibanum, saffron, coriander, orange, lime","barley, coffee, plum, frangipani, narcissus, artemisia, rose","madagascar vanilla, suede, tobacco, mahogany, patchouli, oakmoss, violet",vanilla,warm spicy,sweet,amber,woody,4.11,2620
velvet-gardenia,tom-ford,unisex,2007.0,"gardenia, orange","tuberose, beeswax, plum, honey, jasmine, lily-of-the-valley, rose","incense, french labdanum",white floral,amber,honey,animalic,sweet,4.11,329
jazz,yves-saint-laurent,men,1988.0,"lavender, nutmeg, coriander, artemisia, anise, bergamot, basil, cinnamon, cardamom","geranium, carnation, jasmine, iris","oakmoss, tobacco, leather, sandalwood, cedar, musk, amber, tonka bean",aromatic,fresh spicy,herbal,warm spicy,lavender,4.11,1567
mon-paris-dazzling-lights-collector,yves-saint-laurent,women,2017.0,"strawberry, raspberry, pear, bergamot, orange, calone, mandarin orange","jasmine sambac, chinese jasmine, datura, peony, orange blossom","patchouli, indonesian patchouli leaf, musk, ambroxan, vanilla, moss, cedar",fruity,sweet,white floral,citrus,woody,4.11,36
paris-premieres-roses-2014,yves-saint-laurent,women,2014.0,"wild rose, violet, neroli","damask rose, peony, lily-of-the-valley","rose, white musk, sandalwood",rose,floral,fresh,powdery,white floral,4.11,87
majestic-opulence,zara,women,2021.0,"raspberry, pink pepper","orange blossom, white flowers","iris, black vanilla husk, benzoin",iris,sweet,powdery,fruity,white floral,4.11,225
zara-lisboa-colombo-avenida-do-colegio-militar,zara,men,2015.0,"lemon, grapefruit, orange",jasmine,woodsy notes,citrus,white floral,Unknown,Unknown,Unknown,4.11,525
lip-cheek,zara,women,2019.0,freesia,litchi,magnolia,floral,fruity,tropical,fresh,aquatic,4.11,27
hi-lo-country,zara,men,2018.0,lemon,orris,leather,iris,leather,citrus,powdery,earthy,4.11,70
warm-black,zara,men,2020.0,ginger,vanilla,tonka bean,vanilla,warm spicy,sweet,amber,Unknown,4.11,835
shamanilla,zara,men,2024.0,"coconut water, cardamom, bergamot","sandalwood, peach blossom, carrot","vanilla, cotton candy, amyris",vanilla,sweet,powdery,woody,warm spicy,4.11,173
in-tulum,zara,men,2022.0,ginger,watermelon,sea water,aquatic,marine,ozonic,warm spicy,aromatic,4.11,45
vibrant-leather-for-her-2020,zara,women,2020.0,red currant,leather,patchouli,fruity,patchouli,leather,soft spicy,woody,4.11,28
twilight-mauve-winter,zara,women,2019.0,red apple,freesia,coffee,fruity,coffee,floral,warm spicy,sweet,4.11,44
leather-jardin,zara,unisex,2021.0,grapefruit,rose,leather,leather,animalic,citrus,rose,smoky,4.11,418
bvlgari-man-wood-neroli,bvlgari,men,2019.0,"neroli, bergamot","orange blossom, virginia cedar, cypriol oil or nagarmotha","woody notes, white musk, ambergris, amber, leather",citrus,white floral,woody,fresh spicy,amber,4.12,1700
eternity-summer-2016,calvin-klein,women,2016.0,"palm leaf, pear blossom, bergamot","frangipani, jasmine, tuberose","musk, white woods, vanilla",floral,green,citrus,white floral,fresh,4.12,115
chance-eau-tendre,chanel,women,2010.0,"quince, grapefruit","hyacinth, jasmine","musk, iris, virginia cedar, amber",floral,fruity,citrus,sweet,fresh spicy,4.12,17053
coco-mademoiselle,chanel,women,2001.0,"orange, mandarin orange, bergamot, orange blossom","turkish rose, jasmine, mimosa, ylang-ylang","patchouli, white musk, vanilla, vetiver, tonka bean, opoponax",citrus,woody,patchouli,sweet,white floral,4.12,29283
coco-noir,chanel,women,2012.0,"grapefruit, bergamot, orange","rose, geranium, jasmine, narcissus, peach","patchouli, sandalwood, olibanum, tonka bean, vanille, white musk, cloves, benzoin",warm spicy,woody,citrus,fresh spicy,amber,4.12,10815
1932-eau-de-parfum,chanel,women,2016.0,"aldehydes, pear, grapefruit","iris, floral notes, jasmine","musk, woody notes, vetiver, vanila, incense",floral,aldehydic,iris,fresh,powdery,4.12,627
amalfi-flowers,creed,women,2007.0,"amalfi lemon, bergamot, bougainvillea, sicilian mandarin, black currant, ginger","ravello rose, iris, patchouli","parma violet, russian leather, ambergris, sandalwood",citrus,woody,powdery,floral,violet,4.12,26
neroli-sauvage,creed,unisex,1994.0,"bergamot, grapefruit","verbena, neroli",ambergris,citrus,fresh spicy,aromatic,amber,Unknown,4.12,675
white-flowers,creed,women,2011.0,"green apple, lemon, violet leaf","italian jasmine, moroccan jasmine, bulgarian rose, geranium","narcissus, musk, sandalwood",white floral,green,yellow floral,aromatic,fruity,4.12,395
fahrenheit-cologne,dior,men,2015.0,"calabrian bergamot, sicilian mandarin, lemon","french violet, patchouli","haitian vetiver, nutmeg, virginian cedar, caraway",citrus,woody,violet,aromatic,fresh spicy,4.12,824
fahrenheit-summer,dior,men,2002.0,"mandarin orange, grapefruit","violet, freesia, sandalwood","cedar, amber, patchouli",woody,citrus,powdery,floral,violet,4.12,81
la-colle-noire,dior,unisex,2016.0,lemon,"may rose, spices, peony, lily-of-the-valley, black currant, raspberry, peach","white musk, sandalwood, amber, heliotrope, agarwood (oud)",rose,floral,powdery,fresh,musky,4.12,476
velvet-mughetto,dolce-gabbana,unisex,2020.0,"bergamot, pink pepper, black currant","lily-of-the-valley, magnolia, patchouli","cashmeran, sandalwood",woody,citrus,powdery,musky,floral,4.12,67
emporio-armani-for-her-2008,giorgio-armani,women,2008.0,"bergamot, pear, pineapple, mandarin orange","iris, jasmine, heliotrope, violet","vanilla, musk, cedar",powdery,vanilla,violet,sweet,musky,4.12,251
rouge-malachite-limited-edition-l-or-de-russie,giorgio-armani,unisex,2017.0,"tuberose, pink pepper, clary sage","tuberose, orange blossom, ylang-ylang, jasmine sambac, cashmeran, benzoin","tuberose, amber",white floral,tuberose,amber,animalic,woody,4.12,153
enclave,amouage,unisex,2020.0,"peppermint, cardamom, cinnamon, pink pepper","olibanum, patchouli, vetiver, rose","amber xtreme, leather, labdanum",amber,aromatic,warm spicy,green,woody,4.12,1468
beloved-man,amouage,men,2013.0,"elemi, grapefruit, cardamon, pepper, orange","saffron, orris root, geranium, jasmine","cedar, leather, vetiver, musk, guaiac wood, patchouli",aromatic,woody,warm spicy,fresh spicy,citrus,4.12,1019
greenergy,givenchy,men,2000.0,"mint, basil, grapefruit, cardamom, orange, lemon, mandarin orange","marigold, mimosa, pepper, nutmeg","vetiver, styrax, sandalwood",aromatic,fresh spicy,citrus,green,woody,4.12,113
very-irresistible-poesie-d-un-parfum-d-hiver,givenchy,women,2011.0,"white honey, candied orange, gingerbread","cinnamon, star anise, rose",vanille,warm spicy,cinnamon,citrus,sweet,anis,4.12,328
aqua-allegoria-mandarine-basilic,guerlain,women,2007.0,"clementine, bitter orange, orange blossom, green tea, ivy","mandarin orange, basil, chamomile, peony","sandalwood, amber",citrus,fresh spicy,green,aromatic,fresh,4.12,6937
epices-exquises,guerlain,unisex,2022.0,"cardamom, angelica, pink pepper","black pepper, coffee","sandalwood, agarwood (oud), patchouli",warm spicy,woody,aromatic,powdery,fresh spicy,4.12,312
un-jardin-sur-le-nil,hermes,unisex,2005.0,"grapefruit, green mango, tomato, carrot","lotus, bulrush, orange, hiacynth, peony","musk, iris, incense, labdanum, cinnamon",citrus,aromatic,floral,fresh spicy,green,4.12,12634
boss-bottled-absolute,hugo-boss,men,2019.0,"apple, plum, bergamot","cinnamon, cashmere wood","olive tree, sandalwood, musk, cedar, dry wood",woody,fruity,warm spicy,cinnamon,musky,4.12,145
mimosa-cardamom,jo-malone-london,unisex,2015.0,cardamom,mimosa,tonka bean,yellow floral,warm spicy,powdery,sweet,aromatic,4.12,2769
sunlit-cherimoya-cologne,jo-malone-london,unisex,2024.0,bergamot,"pear, cherimoya","tonka bean, copaiba balm",fruity,sweet,vanilla,balsamic,aquatic,4.12,80
hypnose-eau-de-toilette,lancome,women,2005.0,passion flower,"gardenia, jasmine","vanilla, vetiver",floral,white floral,fruity,vanilla,sweet,4.12,185
la-vie-est-belle-l-absolu,lancome,women,2014.0,"black currant, pear","iris, orange blossom, damask rose, jasmine","praline, cashmere wood, vanilla, tonka bean",sweet,vanilla,woody,fruity,iris,4.12,1011
la-vie-est-belle-l-eau-de-toilette-florale,lancome,women,2016.0,"currant buds, freesia, bergamot, pink pepper","osmanthus, violet, mimosa, jasmine, magnolia, rose, orange blossom","iris, amberwood, patchouli, musk",floral,powdery,fruity,violet,woody,4.12,1005
oud-salama,lattafa-perfumes,unisex,Inconnu,fruity notes,"amber, white musk, leather","agarwood (oud), woody notes",fruity,oud,woody,amber,sweet,4.12,26
sheikh-shuyukh-final-edition,lattafa-perfumes,men,2022.0,"lemongrass, sage, lavender, lemon","leather, cardamom, rose, rosemary, mimosa","musk, amber, cedar, vanilla, oakmoss",aromatic,citrus,fresh spicy,herbal,lavender,4.12,343
signature,montblanc,women,2020.0,clementine,"magnolia, ylang-ylang, peony","vanilla, white musk, benzoin",vanilla,floral,musky,citrus,sweet,4.12,4383
ultraviolet-metal-beach,paco-rabanne,women,2001.0,"pepper, ginger, orange pepper, pimento","water lily, osmanthus, cyclamen","white musk, amber, vanilla",floral,warm spicy,fresh,fruity,aquatic,4.12,56
pure-xs-night,paco-rabanne,men,2019.0,"ginseng, ginger","cacao, vanilla, cinnamon","caramel, myrrh",warm spicy,sweet,caramel,amber,cacao,4.12,1278
nisean,parfums-de-marly,unisex,2016.0,"pink pepper, grapefruit, lime","saffron, labdanum, flowers, olibanum, rose, geranium","precious woods, patchouli leaf, amber, cedar",woody,warm spicy,amber,patchouli,balsamic,4.12,526
delina-exclusif,parfums-de-marly,women,2018.0,"litchi, pear, bergamot","turkish rose, agarwood (oud), incense","vanilla, amber, woody notes",rose,fruity,vanilla,amber,tropical,4.12,4916
juniper-sling,penhaligon-s,unisex,2011.0,"juniper berries, orange, angelica, cinnamon","pepper, cardamom, leather, orris root","vetiver, sugar, cherry, amber",aromatic,fresh spicy,woody,warm spicy,citrus,4.12,1889
mirages-moonlight-shadow,prada,unisex,2018.0,"fig, cumin, peach","leather, cacao","cedar, sandalwood",woody,leather,fruity,cacao,sweet,4.12,65
lavender-extreme,tom-ford,unisex,2019.0,"violet, lemon","lavender, cinnamon, geranium, rose","tonka bean, coumarin",aromatic,lavender,vanilla,warm spicy,sweet,4.12,1092
santal-blush,tom-ford,women,2011.0,"spices, cinnamon, caraway, fenugreek, carrot seeds","ylang-ylang, jasmine, rose","sandalwood, benzoin, virginia cedar, musk, agarwood (oud)",woody,warm spicy,powdery,fresh spicy,musky,4.12,2865
soleil-neige,tom-ford,unisex,2019.0,"bergamot, carrot seeds","white flowers, orange blossom, jasmine, rose, turkish rose","benzoin, vanilla, labdanum",white floral,amber,citrus,vanilla,powdery,4.12,2082
l-homme-eau-d-ete,yves-saint-laurent,men,2008.0,"bergamot, ginger","basil, violet, white pepper","tahitian vetiver, tonka bean, cedar, musk",fresh spicy,aromatic,woody,powdery,citrus,4.12,80
paris-premieres-roses-2010,yves-saint-laurent,women,2010.0,"freesia, african orange flower","rose, violet, peony","musk, sandalwood",floral,rose,powdery,violet,woody,4.12,34
paris-premieres-roses-2016,yves-saint-laurent,women,2016.0,"rose hip, violet leaf, neroli, bergamot","damask rose, lily-of-the-valley, peony","white musk, sandalwood, violet",rose,floral,musky,fresh,powdery,4.12,73
yvresse-champagne,yves-saint-laurent,women,1993.0,"peach, nectarine, apricot, caraway, anise, mint","cinnamon, litchi, rose, rose oil, carnation, violet, iris, jasmine, lily-of-the-valley","oakmoss, amber, benzoin, patchouli, vanilla, styrax, cedar, musk, coconut, vetiver",fruity,powdery,sweet,warm spicy,amber,4.12,2406
zara-femme-2006,zara,women,2006.0,"pomelo, amalfi lemon, mandarin orange, granny smith apple","peony, orris root, peach","musk, amber, virginia cedar",citrus,fresh,floral,powdery,fruity,4.12,33
04-violet-blossom,zara,women,2023.0,cherry blossom,"magnolia, heliotrope","almond, vanilla",almond,vanilla,floral,nutty,fruity,4.12,153
